English Word,Grammatical Type,Pidgin Translation,Script,True Transcription,Skyhawk Orthography,set,pack
September,noun,veyf,vFf,vayf,vāf,,
"serpent, snake",noun,Rwp,Rwp,roohp,rüp,,
servant,noun,mgyx,mBx,moish,moiš,,
serve (recipient),verb,xulp,xUp,shulp,šulp,,
set,compound noun,nusu,nusu,n'suh,nᵘsu,,
seven,numerical term,pul,pU,pul,pul,number,grammar
"sex, sexuality (physiological)",noun,Ygrk,Ybk,yoark,yōrk,,
sexless-ness,compound noun,qgwnXr,qgnXr,thohwn-zhur,θōn-žur,,
sexual intercourse,compound noun,nuYif,nuYif,n'yihf,nᵘyif,,
sexual-arousal,noun,mgrs,mbs,moars,mōrs,,
sexual-fetish,noun,ferp,fPp,fairp,fārp,,
shade (area of shadow),noun,lrm,",lrm",lurm,lurm,,
shadow,noun,zeym,zFm,zaym,zām,,
"shame, embarrassment",noun,zilx,zIx,zilsh,zilš,,
shampoo,noun,Jirj,JVj,jeerch,jērč,bathroom,home
shape,noun,Dalk,DAk,dzalk,ẓalk,description,
"shapeshift, shift-to, transform",verb,Woy,WZ,wii,wī,,
shapeshifter,compound noun,nuWoysr,nuWZsr,n'wii-sur,nᵘwī-sur,,
share,verb,Tulq,TUq,tsulth,ṣulθ,,
shark,noun,vem,vem,vehm,vem,,
sharpness,noun,lgy,",lB",loi,loi,,
shave,verb,xav,xav,shav,šav,bathroom,home
sheep,noun,pa,pa,pa,pa,,
she-hermaphrodite,noun,qeq,qeq,thehth,θeθ,,
shelf,noun,pils,pIs,pils,pils,,
shell,noun,veH,veH,vehkhh,veħ,,
she-male,noun,leq,",leq",lehth,leθ,animal,
she-neuter,noun,Neq,Neq,ngehth,ŋeθ,,
"shingle, tile",noun,sglq,sGq,sohlth,sōlθ,,
shirt (business),noun,kyp,kyp,keep,kēp,,
Shiva,proper noun,kuxyv,kuxyv,k'sheev,kᵘšēv,,
shock (electric),noun,ferN,fPN,fairng,fārŋ,,
"shock, surprise (emotion)",noun,jeyH,jFH,chaykhh,čāħ,,
"shocker, tazer",compound noun,ferNsr,fPNsr,fairng-sur,fārŋ-sur,,
shoe,noun,fyz,fyz,feez,fēz,,
shoelace,noun,YuQ,YuQ,yuhdth,yuð,,
shoot (projectile),verb,kak,kak,kak,kak,,
shortcut,noun,vyk,vyk,veek,vēk,,
shorts,noun,Qox,Qox,dthosh,ðoš,,
shotgun,noun,Hgws,Hgs,khhohws,ħōs,,
should,verb suffix,xc,xc,shuo,šø,verb suffix,grammar
should-be,compound verb,lyxc,",lyxc",lee-shuo,lē-šø,,
shoulder,noun,Roym,RZm,riim,rīm,,
shower,noun,nek,nek,nehk,nek,bathroom,home
shrew,noun,xwz,xwz,shoohz,šüz,,
shrimp (animal),noun,kiz,kiz,kihz,kiz,,
shrink,verb,veys,vFs,vays,vās,,
sibling,noun,qyn,qyn,theen,θēn,,
side,noun,ferT,fPT,fairts,fārṣ,,
sigh,noun,hgy,hB,hoi,hoi,,
sign,noun,poyn,pZn,piin,pīn,,
signal,verb,qilq,qIq,thilth,θilθ,,
signature,noun,perf,pPf,pairf,pārf,,
sign-name,verb,form,fSm,farm,farm,,
silence,noun,xcx,xcx,shuosh,šøš,perception,
silk,noun,xer,xP,shair,šār,,
silliness,noun,nilz,nIz,nilz,nilz,,
silver,noun,DeyH,DFH,dzaykhh,ẓāħ,,
silverfish,noun,Nawq,NCq,ngauwth,ŋowθ,,
similarity,compound noun,nuQaw,nuQC,n'dthauw,nᵘðow,,
similar-to,preposition,Qaw,QC,dthauw,ðow,preposition,grammar
simplicity,noun,noQ,noQ,nodth,noð,,
"sin, transgress",verb,mgrJ,mbJ,moarj,mōrj,,
sing,verb,fwN,fwN,foohng,füŋ,,
sink,noun,puj,puj,puhch,puč,,
sissy,compound noun,qoyWul,qZWU,thii-wul,θī-wul,,
sitting,noun,xin,xin,shihn,šin,,
six,numerical term,qwx,qwx,thoohsh,θüš,number,grammar
size,noun,zym,zym,zeem,zēm,,
skate (ice),noun,sgrq,sbq,soarth,sōrθ,,
skate (roller),noun,Rilx,RIx,rilsh,rilš,,
skateboard,noun,Jolm,JOm,jallm,jolm,,
skeleton,noun,QrH,QrH,dthurkhh,ðurħ,,
skin,noun,jix,jix,chihsh,čiš,,
skipping,noun,Yilv,YIv,yilv,yilv,,
skirt,noun,Doyp,DZp,dziip,ẓīp,clothing,
skull,noun,Xirm,XVm,zheerm,žērm,,
skunk,noun,Wgwz,Wgz,wohwz,wōz,,
sky (overhead),noun,Tcs,Tcs,tsuos,ṣøs,,
sky blue (color),compound noun,zcn su saw,zcn su sC,zuon s'sauw,zøn sᵘsow,,
skyscraper,noun,kolX,kOX,kallzh,kolž,,
"slap, smack",verb,moyk,mZk,miik,mīk,,
slave,noun,kgyk,kBk,koik,koik,,
sleep,noun,xwf,xwf,shoohf,šüf,bedroom,home
sleet,noun,jgwz,jgz,chohwz,čōz,,
"slide-against, slip",verb,Qulq,QUq,dthulth,ðulθ,,
slight,unary suffix,sy,sy,see,sē,unary suffix,grammar
sling,noun,RyX,RyX,reezh,rēž,,
slipperiness,noun,foy,fZ,fii,fī,,
slope,noun,kelz,kEz,kelz,kelz,,
sloth,noun,hgyp,hBp,hoip,hoip,,
slug,noun,julj,jUj,chulch,čulč,,
smallness,compound noun,zymHy,zymHy,zeem-khhee,zēm-ħē,,
smell,verb,vr,vr,vur,vur,,
smell-like,verb,vrj,vrj,vurch,vurč,,
smoke,noun,xix,xix,shihsh,šiš,,
snack,noun,vgwj,vgj,vohwch,vōč,,
snail,noun,ngyH,nBH,noikhh,noiħ,,
snap (clothing),noun,Rglm,RGm,rohlm,rōlm,,
sneak,verb,xawp,xCp,shauwp,šowp,,
sneeze,noun,jwx,jwx,choohsh,čüš,bathroom,home
snow,noun,qulm,qUm,thulm,θulm,,
soap,noun,Herz,HPz,khhairz,ħārz,bathroom,home
"soccer, soccer ball",noun,qen,qen,thehn,θen,,
sock,noun,mulf,mUf,mulf,mulf,,
soda-pop,noun,Yeyp,YFp,yayp,yāp,,
sodium,noun,Tex,Tex,tsehsh,ṣeš,,
softness,noun,xul,xU,shul,šul,,
soil,noun,selj,sEj,selch,selč,,
solar system,noun,Yrf,Yrf,yurf,yurf,,
sole (of shoe),noun,morq,mSq,marth,marθ,,
solid,noun,Yoy,YZ,yii,yī,,
solve,verb,mil,mI,mil,mil,,
solvent,noun,qolJ,qOJ,thallj,θolj,,
some-of,noun prefix,Qul,QU,dthul,ðul,noun prefix,grammar
son,compound noun,hoyz suj lon,"hZz suj ,lon",hiiz suhch lon,hīz suč lon,,
soreness,noun,zgl,zG,zohl,zōl,,
sort-of,unary suffix,Wul,WU,wul,wul,unary suffix,grammar
sound (sound waves),noun,jos,jos,chos,čos,,
sourness,noun,poyk,pZk,piik,pīk,,
south,noun,ReT,ReT,rehts,reṣ,,
South America,proper noun,kuqawf,kuqCf,k'thauwf,kᵘθowf,,
space,noun,hgyf,hBf,hoif,hoif,,
spaceship,noun,Dgyn,DBn,dzoin,ẓoin,,
"spandex, stretch material",noun,xrz,xrz,shurz,šurz,,
spank,verb,jglk,jGk,chohlk,čōlk,,
sparrow,noun,keyq,kFq,kayth,kāθ,,
spatula,noun,mgwq,mgq,mohwth,mōθ,,
speaker (sound maker),compound noun,nuTrjsr,nuTrjsr,n'tsurch-sur,nᵘṣurč-sur,,
species,noun,porp,pSp,parp,parp,,
specimen,noun,Xorj,XSj,zharch,žarč,,
spectrum,noun,piX,piX,pihzh,piž,,
speech (vocal communication),noun,xgwv,xgv,shohwv,šōv,,
speed,noun,xwx,xwx,shoohsh,šüš,,
sperm,noun,keyQ,kFQ,kaydth,kāð,,
sphincter,noun,Jaq,Jaq,jath,jaθ,,
spice,noun,qels,qEs,thels,θels,,
spiciness,noun,Yawm,YCm,yauwm,yowm,,
spider,noun,Rgrm,Rbm,roarm,rōrm,,
"spike, awl",noun,lo,",lo",lo,lo,,
"spill, urinate (substance)",verb,Roy,RZ,rii,rī,bathroom,home
spin,compound noun,nuYgyx,nuYBx,n'yoish,nᵘyoiš,,
spine (backbone),compound noun,vuDirz,vuDVz,v'dzeerz,vᵘẓērz,,
spiral,noun,WorD,WSD,wardz,warẓ,,
spit (substance),verb,herx,hPx,hairsh,hārš,,
spleen,noun,Yolf,YOf,yallf,yolf,,
split-apart-from,verb,Yawz,YCz,yauwz,yowz,,
sponge,noun,muQ,muQ,muhdth,muð,,
spoon,noun,Haj,Haj,khhach,ħač,,
spore,noun,Wawz,WCz,wauwz,wowz,,
sport,noun,Xilv,XIv,zhilv,žilv,,
sprawling,noun,Hup,Hup,khhuhp,ħup,,
spray,verb,qgyf,qBf,thoif,θoif,,
Spring (season),noun,Rcp,Rcp,ruop,røp,,
square,noun,firj,fVj,feerch,fērč,,
squatting,noun,pil,pI,pil,pil,,
squeaking-sound,noun,Wyk,Wyk,week,wēk,,
squid,noun,xex,xex,shehsh,šeš,,
squirrel,noun,zelx,zEx,zelsh,zelš,,
stability,noun,Xa,Xa,zha,ža,,
stadium,noun,DoT,DoT,dzots,ẓoṣ,,
stage (theatrical),noun,jam,jam,cham,čam,,
stain,verb,jawQ,jCQ,chauwdth,čowð,,
stair,noun,kiln,kIn,kiln,kiln,,
stalactite,noun,her,hP,hair,hār,,
stalagmite,noun,herj,hPj,hairch,hārč,,
stalk,verb,Wilp,WIp,wilp,wilp,,
standing,noun,Qils,QIs,dthils,ðils,,
star,noun,xa,xa,sha,ša,,
starch,noun,jak,jak,chak,čak,,
starfish,noun,Hgrz,Hbz,khhoarz,ħōrz,,
statistics,noun,nik,nik,nihk,nik,,
statue,noun,pws,pws,poohs,püs,,
status,noun,YyT,YyT,yeets,yēṣ,,
steady,verb,jyT,jyT,cheets,čēṣ,,
steal,verb,muD,muD,muhdz,muẓ,,
steam,noun,jgyz,jBz,choiz,čoiz,,
steel,noun,Hek,Hek,khhehk,ħek,,
stegosaur,noun,JuQ,JuQ,juhdth,juð,,
sterility,noun,qgrf,qbf,thoarf,θōrf,,
stick-bug,noun,hgrD,hbD,hoardz,hōrẓ,,
sticker,compound noun,nunirfsr,nunVfsr,n'neerf-sur,nᵘnērf-sur,,
stickiness,noun,vgy,vB,voi,voi,,
sting,verb,xok,xok,shok,šok,,
stomach,noun,lin,",lin",lihn,lin,,
stooping,noun,Rgrq,Rbq,roarth,rōrθ,,
storage-device,noun,jeD,jeD,chehdz,čeẓ,,
store,noun,lgwf,",lgf",lohwf,lōf,,
stork,noun,nglf,nGf,nohlf,nōlf,,
storm,noun,qerQ,qPQ,thairdth,θārð,,
"story, tale",noun,WoQ,WoQ,wodth,woð,,
straighten,verb,zaq,zaq,zath,zaθ,,
strainer,noun,Walx,WAx,walsh,walš,,
"strategy, tactics",noun,koyq,kZq,kiith,kīθ,,
stress (emotional),noun,xoyz,xZz,shiiz,šīz,,
stress (physical),noun,nglX,nGX,nohlzh,nōlž,,
"string, yarn",noun,forQ,fSQ,fardth,farð,,
stripe,noun,lawv,",lCv",lauwv,lowv,description,
stubbornness,noun,Dulj,DUj,dzulch,ẓulč,,
stuffing,noun,qis,qis,thihs,θis,,
submarine,noun,zoQ,zoQ,zodth,zoð,,
submission,compound noun,nuJglj,nuJGj,n'johlch,nᵘjōlč,,
suck-on,verb,Xuq,Xuq,zhuhth,žuθ,,
sudden-ness,noun,Wrf,Wrf,wurf,wurf,,
suffix,compound noun,nuTyksrJw,nuTyksrJw,n'tseek-sur-jooh,nᵘṣēk-sur-jü,,
sugar,noun,sa,sa,sa,sa,,
sugarcane,noun,loyf,",lZf",liif,līf,,
suit-coat,noun,zuf,zuf,zuhf,zuf,,
Summer,noun,Deyj,DFj,dzaych,ẓāč,,
Sun (the Earth's),proper noun,kuhawq,kuhCq,k'hauwth,kᵘhowθ,,
Sun God(dess),proper noun,kuHawQ,kuHCQ,k'khhauwdth,kᵘħowð,,
Sunday,noun,NyD,NyD,ngeedz,ŋēẓ,,
superiority,noun,kgl,kG,kohl,kōl,,
supernova,noun,xen,xen,shehn,šen,,
surgery,noun,Qrn,Qrn,dthurn,ðurn,,
surprise,verb,kgrn,kbn,koarn,kōrn,,
surprise (event),noun,pal,pA,pal,pal,,
surrounding,preposition,lwj,",lwj",loohch,lüč,preposition,grammar
"suspect, wonder",verb,Dgwf,Dgf,dzohwf,ẓōf,,
sustain,verb,Xwx,Xwx,zhoohsh,žüš,,
swallow,verb,kulp,kUp,kulp,kulp,,
swan,noun,horj,hSj,harch,harč,,
swaying,noun,zon,zon,zon,zon,,
"swear, vow",verb,Rwj,Rwj,roohch,rüč,,
sweat,noun,nerm,nPm,nairm,nārm,,
sweater,noun,Yeln,YEn,yeln,yeln,,
sweatpants,noun,fuj,fuj,fuhch,fuč,,
sweetness,noun,vol,vO,vall,vol,,
swimming,noun,xgls,xGs,shohls,šōls,,
swing,compound noun,numalksr,numAksr,n'malk-sur,nᵘmalk-sur,,
swirl,noun,Yulf,YUf,yulf,yulf,,
"switch, transpose",verb,myT,myT,meets,mēṣ,,
sword,noun,jeyk,jFk,chayk,čāk,,
syllable,noun,zwz,zwz,zoohz,züz,,
symbolism,noun,hrk,hrk,hurk,hurk,,
symmetry,noun,Wgw,Wg,wohw,wō,,
synthesizer (musical),noun,noyj,nZj,niich,nīč,,
system,noun,Hoy,HZ,khhii,ħī,,
tabby-print,noun,Tolx,TOx,tsallsh,ṣolš,,
table,noun,Xoyk,XZk,zhiik,žīk,bathroom,
tact,noun,piq,piq,pihth,piθ,,
tail,noun,Wo,Wo,wo,wo,,
"talk-about, talk, speak, say",verb,lr,",lr",lur,lur,essentials,
Tao,proper noun,kuDaw,kuDC,k'dzauw,kᵘẓow,,
tapir,noun,Wor,WS,war,war,,
tar,noun,Ngy,NB,ngoi,ŋoi,,
target,compound noun,nupw,nupw,n'pooh,nᵘpü,,
Tasmanian devil,noun,lyH,",lyH",leekhh,lēħ,animal,
taste,verb,qr,qr,thur,θur,,
taste-like,verb,qrj,qrj,thurch,θurč,,
tax,noun,feD,feD,fehdz,feẓ,,
tea,noun,qoln,qOn,thalln,θoln,,
"teach, train",verb,kolz,kOz,kallz,kolz,,
tear (crying),noun,korz,kSz,karz,karz,,
tease,verb,nawk,nCk,nauwk,nowk,,
teat,noun,Qilq,QIq,dthilth,ðilθ,,
technology,noun,zrN,zrN,zurng,zurŋ,,
telephone,noun,Ncm,Ncm,nguom,ŋøm,,
television program,noun,vorT,vST,varts,varṣ,,
temperate-area,noun,hoyn,hZn,hiin,hīn,,
temperature,noun,joX,joX,chozh,čož,bathroom,home
tempt,verb,lws,",lws",loohs,lüs,,
ten,numerical term,ful,fU,ful,ful,number,grammar
tentacle,noun,Ngyv,NBv,ngoiv,ŋoiv,,
termite,noun,Yeym,YFm,yaym,yām,,
testis,noun,kelm,kEm,kelm,kelm,,
"text, writing",noun,huq,huq,huhth,huθ,,
text-environment (chat),noun,Hcp,Hcp,khhuop,ħøp,,
texture-like,verb,vwj,vwj,voohch,vüč,,
thank,verb,qw,qw,thooh,θü,,
that,pronoun,Yy,Yy,yee,yē,pronoun,grammar
the future,compound noun,nufu,nufu,n'fuh,nᵘfu,,
The One / The All (pagan deity),proper noun,kuWun,kuWun,k'wuhn,kᵘwun,,
the past,compound noun,nupu,nupu,n'puh,nᵘpu,,
theatre,noun,Jolf,JOf,jallf,jolf,,
theory,noun,jgws,jgs,chohws,čōs,,
there (other location),noun,mgw,mg,mohw,mō,,
therefore,preposition,fw,fw,fooh,fü,preposition,grammar
"therianthrope, ""furry""",noun,frx,frx,fursh,furš,,
thesaurus,noun,Je,Je,jeh,je,,
these,noun prefix,Ry,Ry,ree,rē,noun prefix,grammar
thickness,noun,Qorf,QSf,dtharf,ðarf,,
thigh,noun,Qelf,QEf,dthelf,ðelf,,
think-about,verb,vy,vy,vee,vē,,
think-words,verb,Yoyn,YZn,yiin,yīn,,
thirst,noun,vawk,vCk,vauwk,vowk,food,
thirst-for,verb,Relj,REj,relch,relč,food,
thirteen,numerical term,key,kF,kay,kā,number,grammar
this,noun prefix,Ru,Ru,ruh,ru,noun prefix,grammar
thorn,noun,herq,hPq,hairth,hārθ,,
threat,noun,Rr,Rr,rur,rur,,
threaten,verb,RrH,RrH,rurkhh,rurħ,,
three,numerical term,qy,qy,thee,θē,number,grammar
throat,noun,qaws,qCs,thauws,θows,,
through,compound preposition,Yijlw,Yijlw,yihch-looh,yič-lü,,
throw,verb,Wawn,WCn,wauwn,wown,,
thumb (opposable),noun,sawX,sCX,sauwzh,sowž,,
thunder,noun,zgyD,zBD,zoidz,zoiẓ,,
Thursday,noun,nels,nEs,nels,nels,,
thyroid gland,noun,vulp,vUp,vulp,vulp,,
tickle,verb,liz,",liz",lihz,liz,social,
tide,noun,JcQ,JcQ,juodth,jøð,,
tiger,noun,Yalz,YAz,yalz,yalz,,
"tilt, tip-over, unsteady",verb,zcj,zcj,zuoch,zøč,,
time,verb,qe,qe,theh,θe,,
time,noun,sen,sen,sehn,sen,,
tingling,noun,XrX,XrX,zhurzh,žurž,,
tiredness,noun,zgwD,zgD,zohwdz,zōẓ,,
tissue,noun,lev,",lev",lehv,lev,bathroom,home
toad,noun,Qrj,Qrj,dthurch,ðurč,,
toast,compound noun,Xgr su QuTuX,Xb su QuTuX,zhoar s'dth'tsuhzh,žōr sᵘðᵘṣuž,,
tobacco,noun,velz,vEz,velz,velz,,
to-be-against,preposition,jwj,jwj,choohch,čüč,preposition,grammar
today,noun,mer,mP,mair,mār,,
toddler,noun,kip,kip,kihp,kip,,
toe,noun,Jaj,Jaj,jach,jač,,
to-exponent,verb,mgr,mb,moar,mōr,,
to-help-with,preposition,jw,jw,chooh,čü,preposition,grammar
toilet,noun,Tgrz,Tbz,tsoarz,ṣōrz,bathroom,home
toilet paper,noun,jyf,jyf,cheef,čēf,bathroom,home
tolerance,compound noun,nuxeT,nuxeT,n'shehts,nᵘšeṣ,,
tolerate,verb,xeT,xeT,shehts,šeṣ,,
tomato,noun,jgwm,jgm,chohwm,čōm,,
tomboy,compound noun,nivWul,nivWU,nihv-wul,niv-wul,,
tomorrow,noun,kolm,kOm,kallm,kolm,,
tongue,noun,YoyX,YZX,yiizh,yīž,,
tooth (blunt),noun,lorN,",lSN",larng,larŋ,,
toothbrush,noun,Hulj,HUj,khhulch,ħulč,bathroom,home
toothpaste,noun,mgrm,mbm,moarm,mōrm,,
top-side,compound noun,nuxy,nuxy,n'shee,nᵘšē,,
torch,noun,Yawj,YCj,yauwch,yowč,,
tornado,noun,lern,",lPn",lairn,lārn,,
to-root,verb,mgrj,mbj,moarch,mōrč,,
torpedo,noun,zirv,zVv,zeerv,zērv,,
torture,verb,xirQ,xVQ,sheerdth,šērð,,
to-target,preposition,pw,pw,pooh,pü,preposition,grammar
toucan,noun,Heyp,HFp,khhayp,ħāp,,
"touching, bordering",compound preposition,hyXr,hyXr,hee-zhur,hē-žur,,
"tour, visit",verb,milq,mIq,milth,milθ,,
towel,noun,Yeyv,YFv,yayv,yāv,bathroom,home
tower,noun,jcx,jcx,chuosh,čøš,,
toy,noun,hap,hap,hap,hap,,
track,verb,Rgy,RB,roi,roi,,
trademark,noun,noyN,nZN,niing,nīŋ,,
tradition,noun,RrJ,RrJ,rurj,rurj,,
train (locomotive),noun,xaX,xaX,shazh,šaž,,
trans(*)  (to become *),compound verb,xw su (*),xw su (*),shooh s'*,šü sᵘ(*),,
translate,verb,sgyf,sBf,soif,soif,,
trap,noun,Qerm,QPm,dthairm,ðārm,,
trapezoid,noun,Talj,TAj,tsalch,ṣalč,,
trauma,noun,Xelj,XEj,zhelch,želč,,
treasure,noun,mgl,mG,mohl,mōl,,
treat,noun,hyx,hyx,heesh,hēš,,
tree,noun,Relm,REm,relm,relm,,
triangle,noun,fgrn,fbn,foarn,fōrn,,
trigger,noun,pgl,pG,pohl,pōl,,
"trip, vacation",compound noun,nufex,nufex,n'fehsh,nᵘfeš,,
troll,noun,mav,mav,mav,mav,,
tropical-area,noun,Yglp,YGp,yohlp,yōlp,,
trouble,noun,jerp,jPp,chairp,čārp,,
truck,noun,zcq,zcq,zuoth,zøθ,,
trunk (animal limb),noun,Talk,TAk,tsalk,ṣalk,,
trunk (storage),noun,sirx,sVx,seersh,sērš,,
trust,verb,sim,sim,sihm,sim,,
"t-shirt, undershirt",noun,pirx,pVx,peersh,pērš,,
tuatara,noun,Telq,TEq,tselth,ṣelθ,,
"tuck, weave",verb,Yulq,YUq,yulth,yulθ,,
Tuesday,noun,mwq,mwq,moohth,müθ,,
tundra,noun,Dgwv,Dgv,dzohwv,ẓōv,,
tunic,noun,Ron,Ron,ron,ron,,
tunnel,noun,seJ,seJ,sehj,sej,,
turkey,noun,hev,hev,hehv,hev,,
turquoise (color),compound noun,qol su zcn,qO su zcn,thall s'zuon,θol sᵘzøn,,
turtle,noun,xoln,xOn,shalln,šoln,,
tweezers,noun,zgln,zGn,zohln,zōln,,
twelve,numerical term,qgrk,qbk,thoark,θōrk,number,grammar
two,numerical term,kw,kw,kooh,kü,number,grammar
type,verb,xcN,xcN,shuong,šøŋ,,
typewriter,noun,Nilv,NIv,ngilv,ŋilv,,
tyrannosaur,noun,Yas,Yas,yas,yas,,
udder,noun,Deyk,DFk,dzayk,ẓāk,body,
ugliness,noun,mrk,mrk,murk,murk,,
ultraviolet rays,noun,Rirn,RVn,reern,rērn,,
umbilical cord,noun,JerT,JPT,jairts,jārṣ,,
unary,compound noun,vgwn Rw,vgn Rw,vohwn rooh,vōn rü,,
un-death,noun,filT,fIT,filts,filṣ,,
under-shorts,noun,zalm,zAm,zalm,zalm,,
understand,verb,jerf,jPf,chairf,čārf,,
underwater,noun,Nol,NO,ngall,ŋol,,
undress,verb,jirm,jVm,cheerm,čērm,,
ungulate,noun,mwf,mwf,moohf,müf,,
unicorn,noun,pawJ,pCJ,pauwj,powj,,
uniform,noun,Woyf,WZf,wiif,wīf,,
universe,noun,frD,frD,furdz,furẓ,,
university,noun,Rilj,RIj,rilch,rilč,,
unlock,verb,qalj,qAj,thalch,θalč,,
unpleasantness,noun,mrj,mrj,murch,murč,,
upper-arm,noun,qrf,qrf,thurf,θurf,,
Uranus,proper noun,kuDgwn,kuDgn,k'dzohwn,kᵘẓōn,,
urchin,noun,Jor,JS,jar,jar,,
urethra,noun,TglD,TGD,tsohldz,ṣōlẓ,,
urine,noun,Tgyv,TBv,tsoiv,ṣoiv,,
use,verb,zol,zO,zall,zol,,
"usefulness, utility",noun,sglv,sGv,sohlv,sōlv,,
uvula,noun,Quz,Quz,dthuhz,ðuz,,
vacate,verb,Jeyp,JFp,jayp,jāp,,
vacillate (between),verb,Ras,Ras,ras,ras,,
vacuum cleaner,noun,srz,srz,surz,surz,,
"vacuum, void",noun,Duj,Duj,dzuhch,ẓuč,,
vagina,noun,lrD,",lrD",lurdz,lurẓ,body,
valley,noun,filQ,fIQ,fildth,filð,,
value,verb,xor,xS,shar,šar,,
vampyre,noun,XwN,XwN,zhoohng,žüŋ,,
vanilla,noun,Raz,Raz,raz,raz,,
vanity,noun,ngwz,ngz,nohwz,nōz,,
vector,noun,Yeyj,YFj,yaych,yāč,,
vegetable,noun,hez,hez,hehz,hez,,
Velcro,noun,RelT,RET,relts,relṣ,,
velocity,noun,HulD,HUD,khhuldz,ħulẓ,,
vent,noun,nirv,nVv,neerv,nērv,,
ventral-area,compound noun,per su Tux,pP su Tux,pair s'tsuhsh,pār sᵘṣuš,,
Venus,proper noun,kuxorz,kuxSz,k'sharz,kᵘšarz,,
verb,compound noun,nuly,nuly,n'lee,nᵘlē,,
verb-with,conjunction,Wi,Wi,wih,wi,preposition,grammar
vertebra,noun,Dirz,DVz,dzeerz,ẓērz,,
vertebrate,noun,Dirx,DVx,dzeersh,ẓērš,animal,
vertical,noun,Wawf,WCf,wauwf,wowf,,
vest,noun,nuln,nUn,nuln,nuln,,
vibrate,verb,lolx,",lOx",lallsh,lolš,,
victim,noun,Nyj,Nyj,ngeech,ŋēč,,
villain,noun,Ny,Ny,ngee,ŋē,,
vine,noun,Joln,JOn,jalln,joln,,
vinegar,noun,porn,pSn,parn,parn,,
"violet, purple",compound noun,kuq su qum,kuq su qum,kuhth s'thuhm,kuθ sᵘθum,,
virtual-reality,noun,Wgls,WGs,wohls,wōls,,
virtue,noun,pelj,pEj,pelch,pelč,,
virus,noun,pox,pox,posh,poš,,
viscosity,noun,XiN,XiN,zhihng,žiŋ,,
Vishnu,proper noun,kuvix,kuvix,k'vihsh,kᵘviš,,
visibility,noun,zilQ,zIQ,zildth,zilð,,
vitamin,noun,pers,pPs,pairs,pārs,,
vole,noun,saln,sAn,saln,saln,,
volume (amount of 3d space),noun,Yer,YP,yair,yār,,
volunteer-for,verb,fgy,fB,foi,foi,,
vote,verb,Ngyq,NBq,ngoith,ŋoiθ,,
voyeur,verb,lgyD,",lBD",loidz,loiẓ,,
vulture,noun,fglD,fGD,fohldz,fōlẓ,,
vulva,noun,Nu,Nu,nguh,ŋu,,
waddling,noun,Jgwq,Jgq,johwth,jōθ,,
wag,verb,folk,fOk,fallk,folk,,
wait-for,verb,lom,",lom",lom,lom,,
walking,noun,qulQ,qUQ,thuldth,θulð,,
wall,noun,verT,vPT,vairts,vārṣ,,
walrus,noun,xirf,xVf,sheerf,šērf,,
wand,noun,Ngrm,Nbm,ngoarm,ŋōrm,,
war,noun,Twx,Twx,tsoohsh,ṣüš,,
warm,verb,Joyz,JZz,jiiz,jīz,science,
warning,compound noun,nuXolf,nuXOf,n'zhallf,nᵘžolf,,
wart,noun,Qwx,Qwx,dthoohsh,ðüš,,
warthog,noun,qolQ,qOQ,thalldth,θolð,,
wash,verb,pulx,pUx,pulsh,pulš,bathroom,
washcloth,noun,jawq,jCq,chauwth,čowθ,bathroom,
washer (clothes),noun,fax,fax,fash,faš,appliance,
washer (for screw),noun,Xus,Xus,zhuhs,žus,,
wasp,noun,Telv,TEv,tselv,ṣelv,,
watch,noun,kwn,kwn,koohn,kün,,
water,noun,xal,xA,shal,šal,essentials,
"wave, wiggle",verb,folp,fOp,fallp,folp,,
wax,noun,Dilf,DIf,dzilf,ẓilf,,
wealth,noun,Jam,Jam,jam,jam,,
weapon,noun,Talz,TAz,tsalz,ṣalz,,
wear,verb,faf,faf,faf,faf,clothing,
weasel,noun,sirk,sVk,seerk,sērk,,
weather,noun,Werx,WPx,wairsh,wārš,,
Wednesday,noun,Qal,QA,dthal,ðal,,
weed,noun,Rwn,Rwn,roohn,rün,,
week,noun,vyD,vyD,veedz,vēẓ,,
weigh,verb,zolf,zOf,zallf,zolf,,
weight,noun,vil,vI,vil,vil,,
"well (physical source), father (cq.)",noun,qoyv,qZv,thiiv,θīv,,
were-creature,noun,kilm,kIm,kilm,kilm,,
west,noun,Rils,RIs,rils,rils,,
whale,noun,zw,zw,zooh,zü,,
what,pronoun,kr,kr,kur,kur,pronoun,grammar
wheat,noun,Rorf,RSf,rarf,rarf,,
wheel,noun,norj,nSj,narch,narč,,
whether,conjunction,Dw,Dw,dzooh,ẓü,preposition,grammar
whether-then,conjunction,Dwj,Dwj,dzoohch,ẓüč,preposition,grammar
whip,noun,Dorx,DSx,dzarsh,ẓarš,,
whiskers (animal),noun,kgyx,kBx,koish,koiš,,
whisper,verb,son,son,son,son,,
whistle,verb,fwx,fwx,foohsh,füš,,
white,noun,saw,sC,sauw,sow,,
width,noun,voyn,vZn,viin,vīn,,
wildcat,noun,vgwx,vgx,vohwsh,vōš,,
win (contest),verb,mo,mo,mo,mo,,
window,noun,xiq,xiq,shihth,šiθ,,
wine,noun,lawx,",lCx",lauwsh,lowš,food,
wing,noun,vgrm,vbm,voarm,vōrm,,
Winter,noun,xiln,xIn,shiln,šiln,,
wisdom,noun,kgyv,kBv,koiv,koiv,,
